IP 地址,已发�?已接�?丢包�?平均延迟,下载速度 (MB/s),,,
198.41.194.119,1,1,0,174.97,0
198.41.194.118,1,1,0,174.97,0
104.29.43.84,1,1,0,174.97,0
162.159.38.157,1,1,0,174.98,0
108.162.192.37,1,1,0,174.98,0
172.65.53.102,1,1,0,174.99,0
104.24.55.53,1,1,0,175.01,0
162.159.33.233,1,1,0,175.04,0
198.41.197.211,1,1,0,175.05,0
198.41.197.209,1,1,0,175.05,0
198.41.195.48,1,1,0,175.05,0
198.41.216.128,1,1,0,175.08,0
104.16.233.60,1,1,0,175.09,0
172.65.149.124,1,1,0,175.11,0
162.159.38.229,1,1,0,175.13,0
198.41.193.213,1,1,0,175.14,0
172.67.14.23,1,1,0,175.14,0
104.18.169.149,1,1,0,175.15,0
198.41.198.245,1,1,0,175.17,0
172.67.24.62,1,1,0,175.18,0
104.27.127.88,1,1,0,175.18,0
198.41.198.103,1,1,0,175.19,0
172.67.25.9,1,1,0,175.29,0
172.64.41.119,1,1,0,175.33,0
104.29.78.63,1,1,0,175.34,0
172.65.206.23,1,1,0,175.38,0
104.18.245.243,1,1,0,175.41,0
198.41.194.103,1,1,0,175.43,0
162.159.7.65,1,1,0,175.44,0
172.67.138.125,1,1,0,175.45,0
162.159.250.236,1,1,0,175.46,0
104.20.210.70,1,1,0,175.47,0
162.159.35.177,1,1,0,175.48,0
104.27.29.57,1,1,0,175.5,0
198.41.193.192,1,1,0,175.5,0
104.29.43.186,1,1,0,175.52,0
104.29.43.181,1,1,0,175.52,0
104.18.201.246,1,1,0,175.56,0
172.64.36.12,1,1,0,175.56,0
104.16.25.119,1,1,0,175.58,0
104.29.43.82,1,1,0,175.58,0
198.41.194.147,1,1,0,175.61,0
104.24.15.28,1,1,0,175.62,0
162.159.38.213,1,1,0,175.63,0
198.41.193.249,1,1,0,175.64,0
198.41.193.232,1,1,0,175.66,0
198.41.217.250,1,1,0,175.67,0
172.67.45.193,1,1,0,175.68,0
198.41.197.170,1,1,0,175.69,0
162.159.38.225,1,1,0,175.7,0
198.41.199.37,1,1,0,175.71,0
104.16.19.13,1,1,0,175.71,0
162.159.38.165,1,1,0,175.74,0
162.159.45.60,1,1,0,175.74,0
198.41.198.135,1,1,0,175.75,0
198.41.193.202,1,1,0,175.75,0
198.41.193.203,1,1,0,175.75,0
104.16.19.49,1,1,0,175.76,0
172.67.8.9,1,1,0,175.76,0
172.65.36.21,1,1,0,175.77,0
172.67.11.202,1,1,0,175.8,0
172.64.40.198,1,1,0,175.82,0
162.159.39.152,1,1,0,175.83,0
198.41.193.6,1,1,0,175.84,0
172.67.47.133,1,1,0,175.85,0
198.41.197.196,1,1,0,175.86,0
162.159.7.130,1,1,0,175.87,0
104.27.127.206,1,1,0,175.88,0
198.41.193.187,1,1,0,175.89,0
162.159.34.51,1,1,0,175.89,0
104.16.25.98,1,1,0,175.9,0
104.16.155.20,1,1,0,175.92,0
198.41.193.243,1,1,0,175.93,0
162.159.44.202,1,1,0,175.93,0
198.41.193.211,1,1,0,175.94,0
198.41.194.8,1,1,0,175.95,0
172.67.7.178,1,1,0,175.96,0
162.159.44.241,1,1,0,175.97,0
104.29.44.18,1,1,0,175.98,0
104.22.46.194,1,1,0,176,0
198.41.197.189,1,1,0,176.02,0
172.64.40.179,1,1,0,176.03,0
104.26.4.182,1,1,0,176.04,0
104.29.43.182,1,1,0,176.06,0
162.159.39.121,1,1,0,176.07,0
198.41.199.216,1,1,0,176.07,0
198.41.197.199,1,1,0,176.1,0
198.41.198.137,1,1,0,176.11,0
104.23.133.245,1,1,0,176.12,0
104.23.129.86,1,1,0,176.12,0
198.41.193.20,1,1,0,176.13,0
162.159.38.214,1,1,0,176.13,0
198.41.221.126,1,1,0,176.14,0
198.41.221.183,1,1,0,176.14,0
104.23.143.110,1,1,0,176.15,0
141.101.123.219,1,1,0,176.16,0
198.41.194.102,1,1,0,176.16,0
104.16.176.52,1,1,0,176.18,0
104.29.43.73,1,1,0,176.2,0
162.159.38.209,1,1,0,176.24,0
162.159.38.211,1,1,0,176.24,0
108.162.192.15,1,1,0,176.27,0
104.16.18.181,1,1,0,176.27,0
198.41.199.41,1,1,0,176.27,0
104.29.43.187,1,1,0,176.28,0
198.41.194.157,1,1,0,176.29,0
104.20.132.51,1,1,0,176.31,0
104.24.55.63,1,1,0,176.33,0
162.159.38.201,1,1,0,176.34,0
162.159.24.235,1,1,0,176.36,0
108.162.192.110,1,1,0,176.37,0
198.41.217.249,1,1,0,176.41,0
104.16.202.160,1,1,0,176.42,0
172.65.214.133,1,1,0,176.44,0
162.159.136.47,1,1,0,176.44,0
198.41.197.174,1,1,0,176.45,0
162.159.40.203,1,1,0,176.46,0
198.41.193.216,1,1,0,176.46,0
104.25.12.51,1,1,0,176.47,0
198.41.199.65,1,1,0,176.48,0
198.41.197.173,1,1,0,176.48,0
172.67.109.121,1,1,0,176.49,0
104.17.5.149,1,1,0,176.5,0
198.41.216.127,1,1,0,176.52,0
172.67.65.245,1,1,0,176.54,0
198.41.212.228,1,1,0,176.54,0
198.41.212.229,1,1,0,176.54,0
172.67.49.179,1,1,0,176.55,0
172.65.214.54,1,1,0,176.57,0
172.64.49.132,1,1,0,176.57,0
162.159.38.235,1,1,0,176.58,0
172.65.215.38,1,1,0,176.62,0
162.159.38.215,1,1,0,176.63,0
172.65.215.120,1,1,0,176.66,0
172.67.185.207,1,1,0,176.67,0
104.23.128.204,1,1,0,176.68,0
162.159.45.9,1,1,0,176.69,0
198.41.212.211,1,1,0,176.72,0
104.29.44.63,1,1,0,176.73,0
198.41.198.240,1,1,0,176.74,0
198.41.198.241,1,1,0,176.74,0
162.159.251.23,1,1,0,176.75,0
162.159.38.67,1,1,0,176.77,0
162.159.44.250,1,1,0,176.77,0
104.23.121.185,1,1,0,176.78,0
108.162.192.42,1,1,0,176.79,0
172.67.13.4,1,1,0,176.79,0
162.159.38.124,1,1,0,176.79,0
104.16.114.80,1,1,0,176.8,0
198.41.194.140,1,1,0,176.81,0
198.41.194.150,1,1,0,176.84,0
104.18.182.66,1,1,0,176.88,0
172.67.52.172,1,1,0,176.89,0
104.18.223.196,1,1,0,176.91,0
104.18.245.180,1,1,0,176.94,0
162.159.39.28,1,1,0,176.94,0
198.41.193.12,1,1,0,176.95,0
198.41.198.145,1,1,0,176.97,0
172.67.57.167,1,1,0,176.98,0
104.26.1.131,1,1,0,176.99,0
104.16.25.239,1,1,0,176.99,0
172.67.29.28,1,1,0,177,0
172.65.52.241,1,1,0,177.03,0
172.67.19.93,1,1,0,177.05,0
162.159.38.131,1,1,0,177.06,0
198.41.194.172,1,1,0,177.07,0
198.41.216.165,1,1,0,177.1,0
172.67.12.82,1,1,0,177.11,0
104.24.2.170,1,1,0,177.13,0
162.159.34.40,1,1,0,177.13,0
198.41.222.50,1,1,0,177.13,0
104.23.128.231,1,1,0,177.17,0
104.29.79.20,1,1,0,177.2,0
162.159.38.161,1,1,0,177.21,0
108.162.192.21,1,1,0,177.27,0
108.162.192.3,1,1,0,177.27,0
190.93.246.151,1,1,0,177.27,0
104.29.43.191,1,1,0,177.31,0
198.41.221.100,1,1,0,177.31,0
198.41.197.208,1,1,0,177.31,0
104.20.238.195,1,1,0,177.32,0
104.16.64.13,1,1,0,177.33,0
162.159.39.168,1,1,0,177.34,0
162.159.34.5,1,1,0,177.35,0
172.65.40.212,1,1,0,177.38,0
104.19.24.177,1,1,0,177.39,0
104.26.4.180,1,1,0,177.4,0
162.159.6.199,1,1,0,177.41,0
104.24.27.231,1,1,0,177.41,0
198.41.198.120,1,1,0,177.43,0
104.18.140.11,1,1,0,177.43,0
162.159.130.78,1,1,0,177.48,0
172.67.56.49,1,1,0,177.51,0
104.16.20.23,1,1,0,177.52,0
104.23.97.200,1,1,0,177.52,0
198.41.198.243,1,1,0,177.52,0
198.41.193.24,1,1,0,177.55,0
104.16.23.184,1,1,0,177.55,0
162.159.45.40,1,1,0,177.55,0
162.159.250.220,1,1,0,177.57,0
104.26.0.148,1,1,0,177.57,0
172.67.5.71,1,1,0,177.58,0
198.41.216.163,1,1,0,177.58,0
162.159.45.241,1,1,0,177.61,0
198.41.193.14,1,1,0,177.65,0
172.67.3.188,1,1,0,177.66,0
198.41.197.198,1,1,0,177.67,0
104.29.79.90,1,1,0,177.69,0
162.159.34.62,1,1,0,177.7,0
104.24.39.113,1,1,0,177.72,0
162.159.34.36,1,1,0,177.73,0
162.159.130.83,1,1,0,177.73,0
104.29.43.173,1,1,0,177.74,0
104.24.2.11,1,1,0,177.74,0
172.67.4.196,1,1,0,177.76,0
162.159.29.142,1,1,0,177.77,0
104.26.11.134,1,1,0,177.8,0
104.18.182.70,1,1,0,177.82,0
172.64.40.96,1,1,0,177.82,0
104.29.43.180,1,1,0,177.84,0
104.27.102.197,1,1,0,177.84,0
198.41.212.248,1,1,0,177.85,0
198.41.199.4,1,1,0,177.86,0
188.114.96.103,1,1,0,177.89,0
104.16.166.66,1,1,0,177.9,0
104.16.220.120,1,1,0,177.9,0
104.16.233.44,1,1,0,177.91,0
162.159.140.93,1,1,0,177.92,0
108.162.192.103,1,1,0,177.94,0
104.16.177.152,1,1,0,177.97,0
104.16.203.98,1,1,0,177.98,0
108.162.196.218,1,1,0,178.01,0
104.22.44.90,1,1,0,178.01,0
104.16.20.72,1,1,0,178.03,0
162.159.45.44,1,1,0,178.06,0
104.20.173.77,1,1,0,178.06,0
172.64.35.190,1,1,0,178.07,0
172.64.35.125,1,1,0,178.07,0
162.159.40.201,1,1,0,178.09,0
162.159.44.200,1,1,0,178.12,0
104.16.202.201,1,1,0,178.13,0
104.20.217.133,1,1,0,178.13,0
162.159.45.33,1,1,0,178.14,0
162.159.45.43,1,1,0,178.15,0
172.64.40.109,1,1,0,178.15,0
162.159.129.192,1,1,0,178.17,0
104.26.14.174,1,1,0,178.21,0
104.16.24.55,1,1,0,178.21,0
104.26.0.149,1,1,0,178.24,0
162.159.141.227,1,1,0,178.31,0
104.26.7.217,1,1,0,178.32,0
172.64.35.41,1,1,0,178.33,0
104.26.4.204,1,1,0,178.37,0
104.16.114.114,1,1,0,178.4,0
172.67.12.98,1,1,0,178.4,0
198.41.198.131,1,1,0,178.4,0
162.159.34.24,1,1,0,178.41,0
162.159.130.38,1,1,0,178.49,0
198.41.221.138,1,1,0,178.49,0
104.29.43.91,1,1,0,178.5,0
104.29.76.135,1,1,0,178.52,0
104.26.4.146,1,1,0,178.55,0
104.29.44.84,1,1,0,178.57,0
104.24.52.115,1,1,0,178.61,0
172.67.12.131,1,1,0,178.65,0
104.26.9.172,1,1,0,178.66,0
172.65.206.160,1,1,0,178.69,0
162.159.44.192,1,1,0,178.74,0
198.41.197.202,1,1,0,178.76,0
104.24.15.11,1,1,0,178.76,0
162.159.196.17,1,1,0,178.77,0
172.64.48.203,1,1,0,178.77,0
172.65.209.158,1,1,0,178.77,0
172.67.55.147,1,1,0,178.78,0
162.159.6.237,1,1,0,178.8,0
104.18.0.144,1,1,0,178.81,0
198.41.212.94,1,1,0,178.82,0
104.26.10.170,1,1,0,178.83,0
162.159.34.35,1,1,0,178.83,0
162.159.130.117,1,1,0,178.84,0
162.159.44.189,1,1,0,178.85,0
104.16.25.79,1,1,0,178.87,0
104.16.177.155,1,1,0,178.88,0
104.16.63.174,1,1,0,178.89,0
104.27.54.236,1,1,0,178.9,0
162.159.45.140,1,1,0,178.91,0
198.41.198.247,1,1,0,178.91,0
162.159.136.75,1,1,0,178.92,0
172.65.156.201,1,1,0,178.95,0
104.20.209.10,1,1,0,178.95,0
198.41.193.252,1,1,0,178.96,0
172.67.14.41,1,1,0,178.97,0
198.41.221.5,1,1,0,178.99,0
162.159.142.36,1,1,0,178.99,0
104.16.156.162,1,1,0,178.99,0
162.159.7.99,1,1,0,178.99,0
104.26.7.171,1,1,0,179,0
172.65.99.104,1,1,0,179.03,0
198.41.194.121,1,1,0,179.03,0
162.159.45.99,1,1,0,179.07,0
162.159.7.89,1,1,0,179.09,0
198.41.212.245,1,1,0,179.1,0
104.26.5.133,1,1,0,179.11,0
104.21.211.1,1,1,0,179.12,0
162.159.138.217,1,1,0,179.12,0
104.26.9.231,1,1,0,179.12,0
104.24.2.14,1,1,0,179.14,0
162.159.202.245,1,1,0,179.14,0
162.159.202.195,1,1,0,179.15,0
104.26.9.220,1,1,0,179.15,0
104.26.9.222,1,1,0,179.15,0
172.64.35.209,1,1,0,179.18,0
104.26.5.18,1,1,0,179.18,0
172.67.19.176,1,1,0,179.2,0
198.41.212.244,1,1,0,179.2,0
104.16.155.15,1,1,0,179.21,0
104.16.72.96,1,1,0,179.21,0
172.65.155.72,1,1,0,179.22,0
190.93.246.159,1,1,0,179.25,0
104.18.26.224,1,1,0,179.26,0
172.65.98.177,1,1,0,179.3,0
104.26.4.165,1,1,0,179.33,0
162.159.195.184,1,1,0,179.34,0
198.41.193.210,1,1,0,179.36,0
104.24.19.86,1,1,0,179.37,0
104.25.123.228,1,1,0,179.39,0
104.16.96.135,1,1,0,179.39,0
104.16.177.124,1,1,0,179.42,0
104.24.43.143,1,1,0,179.43,0
104.16.114.93,1,1,0,179.47,0
198.41.194.139,1,1,0,179.52,0
172.65.214.99,1,1,0,179.53,0
162.159.38.216,1,1,0,179.53,0
162.159.38.219,1,1,0,179.53,0
104.18.223.192,1,1,0,179.53,0
162.159.45.169,1,1,0,179.54,0
104.16.64.34,1,1,0,179.56,0
162.159.7.93,1,1,0,179.62,0
104.23.129.84,1,1,0,179.63,0
104.22.44.40,1,1,0,179.64,0
172.67.60.255,1,1,0,179.65,0
104.16.53.121,1,1,0,179.67,0
104.17.18.22,1,1,0,179.68,0
162.159.34.49,1,1,0,179.69,0
172.64.32.126,1,1,0,179.72,0
104.29.79.10,1,1,0,179.73,0
104.16.66.76,1,1,0,179.73,0
104.18.48.201,1,1,0,179.73,0
104.16.20.132,1,1,0,179.74,0
198.41.212.96,1,1,0,179.79,0
162.159.143.96,1,1,0,179.8,0
162.159.202.192,1,1,0,179.8,0
172.67.56.14,1,1,0,179.8,0
162.159.39.146,1,1,0,179.82,0
162.159.39.169,1,1,0,179.82,0
104.29.76.7,1,1,0,179.82,0
198.41.194.171,1,1,0,179.84,0
172.67.28.211,1,1,0,179.87,0
104.18.182.63,1,1,0,179.87,0
104.18.182.65,1,1,0,179.87,0
104.16.35.14,1,1,0,179.89,0
104.20.238.199,1,1,0,179.89,0
172.65.211.104,1,1,0,179.9,0
162.159.6.142,1,1,0,179.95,0
104.16.64.89,1,1,0,179.96,0
198.41.199.13,1,1,0,179.96,0
162.159.7.88,1,1,0,179.97,0
172.67.1.189,1,1,0,179.97,0
172.67.50.32,1,1,0,179.97,0
104.29.44.178,1,1,0,179.98,0
162.159.130.80,1,1,0,179.99,0
104.27.1.41,1,1,0,179.99,0
172.65.157.18,1,1,0,180,0
162.159.138.41,1,1,0,180.02,0
104.16.20.24,1,1,0,180.03,0
162.159.136.73,1,1,0,180.04,0
104.18.208.244,1,1,0,180.05,0
162.159.143.67,1,1,0,180.06,0
104.16.64.26,1,1,0,180.09,0
104.24.202.7,1,1,0,180.11,0
162.159.134.129,1,1,0,180.11,0
162.159.134.128,1,1,0,180.11,0
104.27.127.216,1,1,0,180.12,0
198.41.212.221,1,1,0,180.13,0
198.41.199.12,1,1,0,180.16,0
104.29.44.113,1,1,0,180.17,0
172.64.32.130,1,1,0,180.23,0
162.159.130.173,1,1,0,180.23,0
104.16.66.57,1,1,0,180.24,0
104.19.230.150,1,1,0,180.25,0
104.17.46.72,1,1,0,180.25,0
198.41.194.152,1,1,0,180.26,0
162.159.44.205,1,1,0,180.27,0
104.16.178.100,1,1,0,180.3,0
104.18.223.229,1,1,0,180.3,0
198.41.208.245,1,1,0,180.34,0
104.18.235.112,1,1,0,180.39,0
104.16.204.154,1,1,0,180.39,0
172.67.43.227,1,1,0,180.4,0
104.29.76.136,1,1,0,180.4,0
198.41.218.56,1,1,0,180.41,0
104.16.174.250,1,1,0,180.41,0
104.24.36.97,1,1,0,180.41,0
162.159.142.72,1,1,0,180.43,0
172.67.12.104,1,1,0,180.44,0
104.29.43.204,1,1,0,180.45,0
104.17.35.136,1,1,0,180.47,0
162.159.35.182,1,1,0,180.49,0
104.18.6.79,1,1,0,180.5,0
104.18.204.57,1,1,0,180.51,0
104.24.39.106,1,1,0,180.51,0
104.26.8.242,1,1,0,180.52,0
162.159.7.114,1,1,0,180.54,0
104.20.212.64,1,1,0,180.55,0
198.41.212.252,1,1,0,180.58,0
172.67.47.181,1,1,0,180.59,0
162.159.6.115,1,1,0,180.64,0
162.159.39.113,1,1,0,180.65,0
104.23.116.32,1,1,0,180.65,0
104.27.81.163,1,1,0,180.66,0
104.19.25.194,1,1,0,180.68,0
198.41.197.206,1,1,0,180.71,0
104.21.7.241,1,1,0,180.71,0
162.159.129.195,1,1,0,180.71,0
104.27.192.12,1,1,0,180.71,0
162.159.45.230,1,1,0,180.71,0
104.20.208.29,1,1,0,180.71,0
104.29.43.171,1,1,0,180.74,0
104.16.203.93,1,1,0,180.76,0
104.26.10.117,1,1,0,180.78,0
104.26.9.139,1,1,0,180.81,0
162.159.130.160,1,1,0,180.81,0
104.29.79.86,1,1,0,180.82,0
104.29.79.84,1,1,0,180.82,0
104.29.79.23,1,1,0,180.82,0
198.41.212.227,1,1,0,180.87,0
104.16.96.118,1,1,0,180.87,0
104.29.42.20,1,1,0,180.89,0
162.159.34.105,1,1,0,180.89,0
172.65.156.255,1,1,0,180.91,0
172.64.48.229,1,1,0,180.93,0
172.67.6.82,1,1,0,180.93,0
172.65.40.199,1,1,0,180.94,0
104.16.165.87,1,1,0,180.94,0
172.67.53.188,1,1,0,180.98,0
198.41.198.242,1,1,0,180.98,0
162.159.34.73,1,1,0,180.99,0
104.26.11.190,1,1,0,181,0
104.26.10.249,1,1,0,181,0
162.159.129.198,1,1,0,181.01,0
104.26.5.160,1,1,0,181.08,0
162.159.6.243,1,1,0,181.09,0
104.26.3.174,1,1,0,181.1,0
104.16.204.84,1,1,0,181.11,0
104.16.118.187,1,1,0,181.13,0
162.159.134.125,1,1,0,181.13,0
162.159.7.134,1,1,0,181.16,0
104.16.203.115,1,1,0,181.17,0
162.159.6.217,1,1,0,181.18,0
198.41.221.78,1,1,0,181.18,0
198.41.198.190,1,1,0,181.19,0
198.41.212.91,1,1,0,181.24,0
162.159.130.89,1,1,0,181.25,0
104.18.187.137,1,1,0,181.27,0
162.159.143.161,1,1,0,181.28,0
172.65.215.199,1,1,0,181.3,0
198.41.221.104,1,1,0,181.3,0
198.41.212.208,1,1,0,181.31,0
104.23.134.150,1,1,0,181.31,0
104.18.204.224,1,1,0,181.32,0
104.26.8.125,1,1,0,181.33,0
104.16.203.88,1,1,0,181.33,0
104.23.143.94,1,1,0,181.34,0
162.159.43.55,1,1,0,181.34,0
162.159.43.58,1,1,0,181.34,0
198.41.193.240,1,1,0,181.38,0
162.159.7.87,1,1,0,181.39,0
162.159.45.226,1,1,0,181.41,0
104.16.70.84,1,1,0,181.42,0
104.24.19.203,1,1,0,181.45,0
104.20.239.97,1,1,0,181.5,0
104.26.10.195,1,1,0,181.51,0
104.26.5.248,1,1,0,181.51,0
162.159.130.205,1,1,0,181.51,0
104.24.33.232,1,1,0,181.52,0
172.65.40.193,1,1,0,181.53,0
104.26.3.155,1,1,0,181.57,0
172.67.14.31,1,1,0,181.58,0
104.26.8.185,1,1,0,181.59,0
172.65.40.243,1,1,0,181.63,0
172.67.55.50,1,1,0,181.67,0
198.41.217.32,1,1,0,181.67,0
104.29.79.111,1,1,0,181.67,0
104.26.4.183,1,1,0,181.68,0
104.29.78.69,1,1,0,181.7,0
162.159.130.106,1,1,0,181.7,0
198.41.212.75,1,1,0,181.7,0
104.19.143.181,1,1,0,181.71,0
162.159.6.163,1,1,0,181.75,0
104.16.58.226,1,1,0,181.75,0
104.16.34.178,1,1,0,181.76,0
104.26.7.168,1,1,0,181.79,0
162.159.7.136,1,1,0,181.8,0
172.65.78.58,1,1,0,181.81,0
104.29.78.57,1,1,0,181.83,0
104.29.50.8,1,1,0,181.83,0
198.41.212.235,1,1,0,181.84,0
104.19.215.92,1,1,0,181.86,0
104.25.253.66,1,1,0,181.86,0
104.26.11.106,1,1,0,181.89,0
104.19.215.72,1,1,0,181.9,0
162.159.27.135,1,1,0,181.92,0
104.24.55.71,1,1,0,181.93,0
104.26.0.151,1,1,0,181.93,0
162.159.45.180,1,1,0,181.94,0
198.41.193.9,1,1,0,181.95,0
104.18.188.149,1,1,0,181.95,0
198.41.194.161,1,1,0,181.96,0
162.159.32.9,1,1,0,181.98,0
104.29.78.33,1,1,0,181.98,0
162.159.34.33,1,1,0,181.98,0
162.159.136.102,1,1,0,182,0
104.16.203.71,1,1,0,182,0
162.159.6.196,1,1,0,182.01,0
104.26.6.52,1,1,0,182.01,0
198.41.192.13,1,1,0,182.05,0
162.159.45.120,1,1,0,182.06,0
198.41.212.213,1,1,0,182.06,0
104.24.70.46,1,1,0,182.07,0
104.29.48.170,1,1,0,182.07,0
162.159.34.52,1,1,0,182.08,0
172.65.223.108,1,1,0,182.09,0
104.26.1.59,1,1,0,182.09,0
172.65.98.247,1,1,0,182.1,0
162.159.43.198,1,1,0,182.1,0
104.26.1.37,1,1,0,182.11,0
104.26.10.220,1,1,0,182.12,0
162.159.136.103,1,1,0,182.14,0
104.23.116.139,1,1,0,182.15,0
172.67.11.185,1,1,0,182.16,0
162.159.34.75,1,1,0,182.22,0
162.159.142.236,1,1,0,182.22,0
104.19.138.26,1,1,0,182.23,0
172.67.17.23,1,1,0,182.27,0
198.41.212.205,1,1,0,182.27,0
172.65.35.180,1,1,0,182.27,0
104.29.43.111,1,1,0,182.3,0
172.65.214.90,1,1,0,182.3,0
104.21.18.61,1,1,0,182.3,0
172.67.19.149,1,1,0,182.31,0
104.19.35.56,1,1,0,182.32,0
162.159.45.46,1,1,0,182.36,0
104.29.46.27,1,1,0,182.36,0
104.26.4.250,1,1,0,182.37,0
172.67.29.17,1,1,0,182.39,0
162.159.7.54,1,1,0,182.41,0
104.26.11.101,1,1,0,182.41,0
104.29.79.71,1,1,0,182.43,0
188.114.96.97,1,1,0,182.43,0
198.41.212.224,1,1,0,182.43,0
162.159.143.65,1,1,0,182.44,0
198.41.221.99,1,1,0,182.44,0
104.29.42.28,1,1,0,182.44,0
104.26.5.121,1,1,0,182.44,0
104.16.34.254,1,1,0,182.46,0
162.159.130.11,1,1,0,182.49,0
172.65.35.10,1,1,0,182.5,0
162.159.130.72,1,1,0,182.51,0
162.159.45.237,1,1,0,182.52,0
104.16.140.16,1,1,0,182.52,0
104.26.6.44,1,1,0,182.52,0
104.29.79.118,1,1,0,182.54,0
162.159.130.203,1,1,0,182.54,0
198.41.198.118,1,1,0,182.56,0
162.159.136.52,1,1,0,182.56,0
198.41.208.57,1,1,0,182.56,0
104.18.177.117,1,1,0,182.58,0
104.16.203.162,1,1,0,182.61,0
104.18.223.202,1,1,0,182.62,0
104.26.14.168,1,1,0,182.63,0
172.65.41.209,1,1,0,182.64,0
104.29.47.78,1,1,0,182.64,0
162.159.134.136,1,1,0,182.65,0
172.67.22.210,1,1,0,182.67,0
162.159.138.161,1,1,0,182.68,0
162.159.45.131,1,1,0,182.68,0
172.65.155.110,1,1,0,182.69,0
104.25.124.76,1,1,0,182.7,0
198.41.212.215,1,1,0,182.72,0
162.159.135.239,1,1,0,182.72,0
141.101.123.247,1,1,0,182.74,0
162.159.143.60,1,1,0,182.76,0
172.65.155.144,1,1,0,182.77,0
172.65.109.86,1,1,0,182.8,0
104.26.9.236,1,1,0,182.81,0
162.159.202.208,1,1,0,182.82,0
162.159.43.33,1,1,0,182.82,0
104.16.29.193,1,1,0,182.82,0
162.159.143.89,1,1,0,182.83,0
104.19.215.216,1,1,0,182.83,0
162.159.34.27,1,1,0,182.85,0
104.18.140.16,1,1,0,182.87,0
162.159.43.0,1,1,0,182.88,0
104.27.97.97,1,1,0,182.9,0
162.159.35.12,1,1,0,182.91,0
198.41.193.180,1,1,0,182.92,0
104.20.222.145,1,1,0,182.93,0
104.16.64.86,1,1,0,182.93,0
162.159.142.235,1,1,0,182.97,0
104.24.15.163,1,1,0,182.98,0
108.162.192.99,1,1,0,182.98,0
104.16.64.33,1,1,0,182.99,0
162.159.7.116,1,1,0,183,0
104.16.169.103,1,1,0,183,0
104.29.76.16,1,1,0,183.01,0
162.159.6.201,1,1,0,183.01,0
104.26.5.71,1,1,0,183.03,0
104.17.241.105,1,1,0,183.04,0
104.17.241.106,1,1,0,183.04,0
104.29.78.34,1,1,0,183.04,0
104.16.203.102,1,1,0,183.05,0
104.17.18.36,1,1,0,183.05,0
104.26.7.253,1,1,0,183.06,0
198.41.212.219,1,1,0,183.06,0
104.26.6.70,1,1,0,183.08,0
198.41.198.121,1,1,0,183.09,0
162.159.34.32,1,1,0,183.1,0
104.21.210.225,1,1,0,183.11,0
104.16.177.20,1,1,0,183.13,0
198.41.197.221,1,1,0,183.16,0
198.41.199.201,1,1,0,183.17,0
162.159.202.230,1,1,0,183.18,0
162.159.135.241,1,1,0,183.23,0
162.159.135.235,1,1,0,183.23,0
172.67.28.159,1,1,0,183.23,0
104.26.6.42,1,1,0,183.24,0
162.159.45.167,1,1,0,183.25,0
162.159.140.94,1,1,0,183.26,0
104.23.128.20,1,1,0,183.26,0
172.64.48.22,1,1,0,183.26,0
162.159.136.80,1,1,0,183.27,0
104.29.79.124,1,1,0,183.29,0
104.16.140.36,1,1,0,183.3,0
162.159.130.87,1,1,0,183.3,0
172.64.35.181,1,1,0,183.32,0
162.159.137.174,1,1,0,183.33,0
104.23.138.57,1,1,0,183.34,0
198.41.195.153,1,1,0,183.34,0
198.41.195.144,1,1,0,183.34,0
198.41.195.143,1,1,0,183.34,0
104.26.0.111,1,1,0,183.34,0
104.18.222.194,1,1,0,183.35,0
162.159.34.9,1,1,0,183.35,0
104.16.36.25,1,1,0,183.39,0
162.159.143.154,1,1,0,183.42,0
198.41.199.8,1,1,0,183.42,0
162.159.141.104,1,1,0,183.44,0
104.16.160.124,1,1,0,183.44,0
104.18.204.249,1,1,0,183.46,0
104.16.175.68,1,1,0,183.46,0
162.159.135.231,1,1,0,183.47,0
162.159.135.58,1,1,0,183.48,0
104.24.1.176,1,1,0,183.5,0
162.159.130.163,1,1,0,183.51,0
104.17.21.158,1,1,0,183.52,0
104.16.196.96,1,1,0,183.52,0
198.41.212.47,1,1,0,183.53,0
104.26.8.109,1,1,0,183.53,0
162.159.143.9,1,1,0,183.54,0
172.67.186.36,1,1,0,183.56,0
172.65.150.223,1,1,0,183.57,0
162.159.7.132,1,1,0,183.57,0
162.159.142.79,1,1,0,183.58,0
104.20.26.217,1,1,0,183.58,0
104.26.7.91,1,1,0,183.58,0
198.41.221.15,1,1,0,183.59,0
104.16.64.80,1,1,0,183.61,0
162.159.38.174,1,1,0,183.62,0
104.20.247.73,1,1,0,183.66,0
162.159.43.145,1,1,0,183.67,0
104.16.25.91,1,1,0,183.68,0
172.65.149.195,1,1,0,183.7,0
104.26.9.151,1,1,0,183.71,0
104.26.5.17,1,1,0,183.72,0
104.18.7.81,1,1,0,183.72,0
162.159.35.80,1,1,0,183.79,0
104.23.138.54,1,1,0,183.79,0
162.159.135.50,1,1,0,183.8,0
172.67.2.32,1,1,0,183.8,0
172.67.130.5,1,1,0,183.8,0
162.159.135.232,1,1,0,183.81,0
162.159.129.190,1,1,0,183.81,0
172.65.214.191,1,1,0,183.82,0
162.159.134.134,1,1,0,183.83,0
108.162.192.67,1,1,0,183.84,0
104.29.44.179,1,1,0,183.84,0
104.21.8.86,1,1,0,183.84,0
104.23.128.94,1,1,0,183.85,0
172.67.4.161,1,1,0,183.85,0
